Model Number,Name,Model,Color,Manufacturing Company,Additional Features,Mileage,Engine CC,Price,Reviews
1FFBRF9W,Fortuner,2012,Blue,Rolls-Royce,Sunroof; Leather Seats; Bluetooth; Navigation System; Lane Departure Warning; Blind Spot Monitoring; Adaptive Cruise Control; Premium Sound System,19.4,4311.0,67223.1,4.9
2M1K75T1,Grand Cherokee,2018,Blue,Audi,Navigation System; Leather Seats; Blind Spot Monitoring,13.4,2562.0,46817.32,3.6
X0AREPU2,A4,2019,Green,BMW,Adaptive Cruise Control; Blind Spot Monitoring; Leather Seats; Sunroof; Bluetooth; Navigation System,23.8,2195.5,51649.9,4.7
A28DWVZ7,Ascent,2014,Orange,Rolls-Royce,Backup Camera; Bluetooth; Lane Departure Warning; Navigation System,29.7,3475.6,58326.38,3.8
T6YNF9VB,Renegade,2010,Red,Chevrolet,Premium Sound System; Navigation System; Lane Departure Warning; Sunroof; Bluetooth; Blind Spot Monitoring; Leather Seats; Adaptive Cruise Control; Backup Camera,15.4,4653.5,33444.7,3.8
2D6T4KMZ,Civic,2018,Gray,BMW,Sunroof; Lane Departure Warning; Adaptive Cruise Control; Bluetooth; Premium Sound System; Navigation System,23.5,4566.7,59183.41,4.8
NTOLVYOB,Silverado,2010,Silver,BMW,Blind Spot Monitoring; Backup Camera,25.6,3417.2,74978.4,5.0
T5FEQVNM,Tundra,2014,Red,Suzuki,Sunroof; Adaptive Cruise Control; Backup Camera; Lane Departure Warning; Leather Seats; Navigation System,18.6,3790.1,28264.41,3.2
3LB74UXA,Renegade,2015,Red,Mitsubishi,Navigation System; Blind Spot Monitoring; Leather Seats; Backup Camera; Lane Departure Warning,17.6,1373.2,57898.41,4.1
G335XRQ2,3 Series,2022,White,Mitsubishi,Premium Sound System; Backup Camera,14.0,3908.4,57728.76,4.4
0S13OEIH,Tundra,2018,Red,Chevrolet,Backup Camera,24.7,1170.2,27913.97,3.2
PIOAMO6W,X5,2012,Silver,BMW,Bluetooth,28.3,2960.5,63190.18,3.1
V0TJGYAF,A6,2022,Yellow,Suzuki,Sunroof; Lane Departure Warning; Premium Sound System; Adaptive Cruise Control,26.0,3610.4,62764.05,4.3
Q2L7DA9H,Passat,2016,Green,Mitsubishi,Sunroof; Navigation System; Bluetooth; Blind Spot Monitoring; Lane Departure Warning; Adaptive Cruise Control; Backup Camera; Leather Seats,15.5,4459.0,57996.0,4.0
91D9JGNM,Rav4,2016,Blue,Rolls-Royce,Navigation System; Adaptive Cruise Control; Lane Departure Warning; Sunroof; Premium Sound System; Blind Spot Monitoring; Backup Camera; Leather Seats; Bluetooth,12.8,4538.4,22173.78,4.2
AZ7ERDFO,Ascent,2019,Silver,Chevrolet,Leather Seats; Lane Departure Warning; Adaptive Cruise Control; Bluetooth,26.5,1054.6,74405.79,3.7
ZP7GB6BQ,Ram 1500,2019,Silver,Mitsubishi,Backup Camera; Bluetooth; Premium Sound System; Lane Departure Warning; Sunroof; Navigation System; Leather Seats,22.4,4399.2,45226.6,3.7
NIUZHBZT,Ascent,2014,Red,BMW,Lane Departure Warning; Navigation System,19.3,2321.3,51550.6,3.3
C7TLDWH3,Q7,2012,Green,Mitsubishi,Premium Sound System; Bluetooth; Adaptive Cruise Control; Sunroof; Blind Spot Monitoring; Lane Departure Warning; Leather Seats; Navigation System,15.1,1363.9,48230.41,4.0
GIUBWY9Z,Grand Cherokee,2014,Silver,Suzuki,Adaptive Cruise Control; Premium Sound System; Leather Seats; Bluetooth; Navigation System; Lane Departure Warning,21.1,1132.4,73418.17,3.0
RTTJWJC7,Tundra,2013,Orange,BMW,Lane Departure Warning; Leather Seats; Blind Spot Monitoring; Adaptive Cruise Control; Premium Sound System; Navigation System; Bluetooth; Sunroof,25.5,4665.6,37034.54,4.8
D8WIH75A,Tacoma,2016,Green,Chevrolet,Navigation System; Leather Seats; Lane Departure Warning; Premium Sound System; Backup Camera; Blind Spot Monitoring,22.9,2328.6,28988.49,4.2
1LWKUQC2,HR-V,2019,Red,Mitsubishi,Bluetooth; Sunroof; Backup Camera; Lane Departure Warning,15.4,1882.9,47689.01,3.9
ZQRSIRZD,Forester,2021,Yellow,BMW,Leather Seats; Bluetooth; Sunroof; Premium Sound System; Lane Departure Warning,11.6,2738.9,41668.58,3.6
GGV5GOXR,Odyssey,2015,Gray,BMW,Bluetooth; Premium Sound System; Sunroof; Blind Spot Monitoring; Leather Seats; Adaptive Cruise Control; Lane Departure Warning; Backup Camera; Navigation System,20.3,4761.1,65961.81,4.2
N46JD647,Golf,2022,Black,Mitsubishi,Backup Camera; Lane Departure Warning; Premium Sound System; Leather Seats; Adaptive Cruise Control; Bluetooth,18.4,4259.8,48530.03,3.1
A4OLQ61C,Highlander,2020,Black,BMW,Lane Departure Warning,25.8,4178.5,28925.84,3.1
RY0OFPKR,Ram 1500,2022,Orange,Rolls-Royce,Lane Departure Warning; Blind Spot Monitoring,23.1,3064.6,71110.31,4.1
WUYZ0TW1,Land Cruiser,2021,Orange,Rolls-Royce,Leather Seats,25.1,2701.9,35045.14,3.0
H7XSVU63,Camry,2018,Blue,Suzuki,Lane Departure Warning; Navigation System; Backup Camera; Blind Spot Monitoring; Premium Sound System; Leather Seats; Sunroof; Bluetooth; Adaptive Cruise Control,25.4,1829.9,31755.17,4.6
4X69GJJF,4Runner,2015,Green,Rolls-Royce,Navigation System; Lane Departure Warning; Sunroof,19.8,4998.7,30858.0,3.6
4N91ZP9L,Mazda3,2013,Red,Mitsubishi,Navigation System; Lane Departure Warning; Premium Sound System; Leather Seats,11.6,2333.8,79789.85,4.6
PO2TSTGI,Sorento,2019,Black,Mitsubishi,Sunroof; Bluetooth,16.4,4814.2,56703.76,4.8
WPSYWEE1,Rav4,2010,Gray,Audi,Adaptive Cruise Control; Blind Spot Monitoring; Navigation System; Lane Departure Warning; Backup Camera; Sunroof; Bluetooth,10.4,2388.6,22536.93,3.1
